Panel number,Suggested probability,agent 1,agent 2,agent 3,agent 4,agent 5,agent 6,agent 7,agent 8,agent 9,agent 10,agent 11,agent 12,agent 13,agent 14,agent 15,agent 16,agent 17,agent 18,agent 19,agent 20,agent 21,agent 22,agent 23,agent 24,agent 25,agent 26,agent 27,agent 28,agent 29,agent 30,agent 31,agent 32,agent 33,agent 34,agent 35
445,5.28763664791832e-13,"113","170","215","328","340","360","4","422","435","437","443","464","474","5","541","683","697","761","767","771","815","830","833","837","842","874","900","902","906","914","931","934","954","958","985"
446,0.00044833861808867107,"147","152","156","192","20","208","234","236","282","301","304","309","31","319","387","414","418","427","432","435","436","443","474","487","499","510","625","651","699","74","877","900","906","927","991"
447,5.5467808879785875e-05,"113","175","224","231","291","311","422","428","429","435","443","474","476","484","508","516","521","567","579","59","604","693","718","722","75","80","831","900","906","914","915","931","958","978","984"
448,0.0010580111633400843,"106","108","111","120","130","138","142","146","152","193","198","215","252","270","32","403","435","443","46","465","466","6","61","640","649","65","673","707","75","837","844","860","900","906","91"
449,0.0009502582683522802,"113","114","127","186","258","272","286","304","363","387","435","443","468","471","474","497","513","587","625","652","653","668","688","701","737","743","749","78","850","872","892","896","900","906","962"
450,0.0014304976537374981,"120","128","134","152","18","186","198","230","262","32","40","426","435","443","46","465","491","548","602","611","654","690","691","739","778","790","826","860","889","900","906","91","935","951","96"
451,0.00012613690155743756,"108","133","142","152","173","186","279","286","326","357","368","435","443","493","500","526","587","61","64","725","745","78","813","824","848","849","856","898","900","906","908","909","962","973","989"
452,0.0007250436012024332,"1000","107","112","155","157","175","186","237","258","295","296","297","357","363","393","435","443","538","591","601","648","669","702","731","748","764","776","81","852","899","900","906","976","995","999"
453,0.0005381875798277076,"130","159","164","234","313","317","343","356","357","433","435","443","487","499","508","511","562","591","669","680","701","710","711","794","831","832","86","869","900","906","912","922","963","970","991"
454,0.0007671616056716239,"113","139","152","158","165","184","186","192","195","251","258","361","363","367","368","387","435","443","539","571","59","662","675","735","738","78","796","815","828","878","9","900","906","957","990"
455,8.482016897233725e-14,"117","121","170","185","231","239","24","257","262","274","288","328","349","365","366","367","368","401","422","435","443","511","517","650","75","751","771","778","84","900","906","931","935","951","958"
456,0.0007017356047043749,"128","143","152","168","186","202","235","258","300","321","322","336","363","387","389","434","435","443","794","797","822","848","849","859","864","866","869","875","879","880","898","899","900","903","906"
457,0.0017255542961177389,"105","119","170","281","282","309","330","377","396","418","435","443","451","47","516","625","669","68","693","699","715","722","740","756","802","807","872","900","906","932","950","989","991","995","996"
458,6.611856034585304e-05,"234","265","266","357","366","372","424","435","443","448","483","49","492","493","519","591","597","6","63","704","707","734","778","79","833","900","906","91","918","928","936","946","966","971","989"
459,0.0019273895107829381,"106","120","13","134","152","159","171","29","298","32","435","443","459","523","546","553","634","655","681","748","75","774","778","782","785","857","858","906","91","919","923","935","951","98","983"
460,0.0024091502723171993,"13","210","239","256","261","300","353","357","4","407","435","437","443","45","484","505","528","531","577","579","591","610","632","641","643","707","792","870","900","906","931","935","951","954","985"
461,0.002200396247884973,"117","177","186","23","258","267","285","294","304","32","339","363","400","41","435","443","496","513","542","550","556","583","594","599","600","636","642","771","842","90","900","906","91","922","967"
462,0.0010438708615916985,"107","112","120","174","188","227","23","234","291","298","345","363","435","438","443","507","513","531","542","553","731","782","798","813","833","842","852","873","888","900","906","923","936","985","999"
463,0.0004760556638715338,"227","287","304","347","357","373","407","435","443","464","527","541","554","578","580","586","591","615","643","678","701","708","716","718","723","729","744","763","77","794","840","900","906","944","948"
464,0.0012396539906524777,"106","113","128","152","158","188","192","203","234","237","259","301","31","32","325","36","387","432","435","438","440","443","471","501","583","625","671","69","75","798","873","877","900","906","980"
465,0.0016609459885197299,"11","14","195","199","205","207","208","222","232","262","305","32","431","435","443","482","531","532","646","654","663","679","695","696","722","728","739","745","810","900","906","95","985","991","995"
466,3.251192717787484e-13,"106","165","215","23","304","33","349","368","401","402","435","443","456","464","512","527","54","541","603","620","627","654","701","706","750","779","794","830","859","900","906","928","954","985","999"
467,0.00031264241877687805,"103","127","134","189","237","240","246","279","32","348","401","435","440","443","464","489","493","541","556","587","607","619","702","803","880","900","906","908","91","924","929","948","962","967","995"
468,0.0005823573605023434,"129","149","165","181","186","233","251","304","308","346","351","374","403","435","443","473","494","496","506","53","535","56","664","701","719","762","794","828","872","899","900","906","952","965","999"
469,0.0028467295934859016,"118","13","143","148","19","191","204","205","292","331","387","434","435","441","443","498","601","625","631","678","679","713","740","753","797","843","859","86","862","865","867","868","886","900","906"
470,0.0036538498201047487,"142","163","164","180","186","235","295","32","387","433","435","443","464","51","511","541","639","69","695","71","724","797","833","842","848","875","882","900","905","906","912","944","963","985","993"
471,0.0014231023499100767,"158","192","202","254","316","374","380","383","387","412","435","443","479","487","488","51","524","535","57","579","584","625","639","702","724","74","761","762","801","872","900","906","938","995","999"
472,0.0013281453325547177,"120","173","227","274","300","347","349","364","365","413","430","435","443","467","48","503","504","505","531","593","596","615","623","661","687","692","70","707","713","86","88","900","906","934","950"
473,0.00035812749366473064,"106","113","126","151","152","158","195","20","212","258","32","335","361","363","369","376","418","435","438","443","450","453","588","59","6","699","75","770","783","906","91","916","929","948","968"
474,0.0001961424717019197,"108","110","120","134","142","148","152","160","173","186","323","327","328","355","435","443","454","467","492","597","61","616","63","659","672","709","778","848","849","867","900","906","91","951","989"
475,0.00040289042746962197,"13","172","173","233","298","316","329","358","394","398","435","443","457","459","464","487","488","493","513","518","553","579","681","714","779","782","785","900","906","91","919","923","935","950","999"
476,0.0006693501656220613,"119","158","195","234","236","237","246","256","267","287","357","435","443","446","464","471","486","487","497","535","576","577","591","647","652","708","716","758","762","809","829","839","880","900","906"
477,0.001309902736372687,"186","194","258","293","329","363","40","435","443","496","499","526","535","574","579","591","648","704","706","710","713","720","725","745","81","814","821","884","896","906","930","935","950","977","988"
478,0.0010612511364495487,"106","134","188","200","227","233","235","262","268","324","334","413","435","438","443","47","505","531","629","646","654","656","666","713","739","753","799","873","900","906","909","910","930","933","960"
479,0.0006655552718025152,"139","221","304","305","307","341","362","402","414","422","425","435","443","460","475","482","5","547","600","618","635","695","696","701","74","75","794","811","833","900","906","917","92","931","958"
480,0.001644255875855486,"1000","111","114","131","181","268","315","435","44","443","464","494","496","534","592","604","648","677","709","75","764","778","783","81","850","872","88","900","906","931","935","937","945","958","965"
481,0.0008087963722247475,"175","184","190","277","278","32","377","417","435","443","478","482","491","500","535","542","555","718","745","762","791","872","875","876","882","900","906","908","925","935","936","952","962","984","998"
482,0.003139497001596106,"113","208","26","263","304","32","335","341","345","346","390","43","435","443","492","496","502","518","535","560","563","566","57","59","597","63","669","689","740","749","754","762","784","900","906"
483,0.0019363254333418472,"145","19","22","23","246","257","297","307","312","319","325","332","39","414","435","441","443","489","499","516","549","669","701","702","762","785","803","806","808","900","906","924","985","991","999"
484,0.0018674540200871782,"183","186","189","194","258","363","367","387","392","435","443","445","482","498","539","554","556","59","590","601","607","625","702","706","737","743","815","892","896","900","906","907","923","948","995"
485,0.00018374985112821034,"146","215","234","241","269","270","310","32","435","443","464","482","531","541","556","592","627","649","66","677","702","72","763","813","833","837","870","88","906","917","956","969","972","985","995"
486,0.00039310004041155796,"114","121","122","127","195","2","208","238","321","435","441","443","516","535","536","550","556","591","618","678","688","737","743","762","850","865","869","872","892","896","900","906","913","922","961"
487,0.0003678235369947561,"13","152","16","166","186","204","258","32","363","40","435","443","496","519","525","533","534","582","67","704","713","734","745","814","821","824","843","857","900","901","906","918","950","988","99"
488,0.0016588759969622948,"106","109","118","135","140","188","247","258","289","317","32","363","37","423","435","443","474","485","522","528","554","570","59","607","634","683","75","766","794","804","816","820","900","906","91"
489,0.002137583750539732,"106","108","111","113","120","134","152","172","173","174","224","245","298","316","358","435","443","459","488","54","553","575","59","655","75","760","779","782","789","81","882","906","91","919","923"
490,0.0017365833068420818,"105","152","153","158","174","234","237","261","276","291","353","363","371","374","383","411","435","443","474","496","507","557","559","570","669","711","740","742","750","766","811","870","900","906","930"
491,0.0009799606708697376,"115","162","173","198","21","227","231","268","271","300","32","354","392","422","435","443","464","498","545","56","590","601","611","713","719","746","747","860","865","886","889","900","906","950","996"
492,0.001963654139454435,"129","2","32","342","367","435","443","447","462","473","481","500","521","530","536","551","572","591","625","666","705","707","722","745","788","815","900","906","910","928","947","949","958","960","961"
493,0.0011313685594727875,"120","121","145","152","161","205","312","412","435","443","482","51","541","565","612","639","667","669","679","698","702","724","730","74","740","755","761","801","842","900","906","922","929","995","997"
494,0.002355240382826384,"106","135","189","208","233","253","295","296","297","313","32","343","435","443","462","481","491","5","500","525","531","547","627","72","720","722","745","751","775","813","814","88","900","906","985"
495,0.00016590622400772145,"106","111","135","142","150","152","153","171","186","210","258","435","443","462","485","494","56","648","681","705","707","719","75","764","785","81","857","89","900","906","91","915","941","945","965"
496,0.0024864479688794855,"106","113","115","120","122","125","134","147","149","174","199","208","223","234","237","241","287","301","307","32","354","398","435","443","444","507","75","82","87","877","900","906","91","953","998"
497,0.0013363070304950697,"158","175","304","311","327","328","344","350","435","443","445","482","616","659","667","668","669","686","703","708","712","716","718","720","722","727","758","833","872","885","900","906","985","991","995"
498,0.000731172008767872,"120","136","148","162","227","249","28","294","360","375","399","40","435","443","458","482","515","531","588","705","732","757","771","777","778","866","867","894","900","906","932","935","936","959","985"
499,0.0007386965197034004,"120","134","146","15","152","173","215","270","313","316","32","358","368","380","420","435","443","488","501","538","585","592","649","66","768","779","794","813","833","837","842","906","91","922","938"
500,0.0024747718536430783,"108","111","120","134","150","152","250","284","317","349","352","356","368","435","439","443","450","508","519","525","567","61","623","680","712","740","75","759","767","793","831","900","906","934","975"
501,0.0005020727966479912,"105","111","144","152","168","186","220","258","305","307","317","322","334","350","363","387","435","442","443","482","516","564","569","595","656","680","695","696","768","899","900","903","906","921","999"
502,0.0013204007396300564,"173","22","263","273","340","381","390","42","435","443","557","560","563","573","581","591","621","650","678","701","702","752","754","769","784","794","848","849","870","900","906","928","931","987","995"
503,0.0014928300329529638,"106","120","132","134","150","152","298","32","395","435","443","459","509","54","544","553","561","575","620","626","655","705","707","709","75","760","773","782","789","844","906","91","919","923","935"
504,0.0019336250542984238,"106","120","123","134","152","20","287","312","369","376","389","396","398","415","435","443","457","544","554","589","700","701","703","708","716","74","75","76","770","794","833","900","904","906","91"
505,0.0013739902384039568,"14","173","199","233","246","257","304","305","32","336","351","357","413","431","435","440","443","451","504","554","585","59","624","695","696","701","806","808","847","87","880","900","904","906","955"
506,0.00011827637641923838,"158","160","233","234","261","280","305","307","312","368","411","413","432","435","443","493","509","565","657","695","696","755","774","791","811","833","842","870","887","900","906","92","926","928","997"
507,0.00040492079933359467,"120","122","134","231","237","262","32","335","338","341","389","435","443","456","474","502","545","603","645","654","694","697","700","703","739","75","761","792","794","801","842","900","906","91","954"
508,0.001765573630124531,"105","109","134","152","158","168","179","186","224","237","245","248","258","290","304","321","363","387","420","435","443","455","480","562","588","637","85","869","888","89","894","900","906","915","956"
509,0.0012235374259022401,"134","163","20","233","235","273","318","32","34","368","379","381","435","436","443","461","469","573","577","670","678","752","754","778","797","800","812","871","900","905","906","91","94","950","986"
510,0.0010191133196086675,"110","153","175","186","195","227","234","237","262","311","323","355","363","387","435","441","443","505","521","616","617","625","654","672","674","682","718","739","768","823","900","906","922","930","933"
511,0.0012460801598393604,"105","152","153","159","168","223","229","255","274","29","320","363","387","399","434","435","443","501","578","58","580","61","625","634","729","740","744","758","799","817","852","866","900","906","938"
512,0.0014256805528258738,"103","106","123","149","2","205","238","369","401","435","443","444","5","536","542","547","589","594","599","678","679","702","722","770","794","870","90","900","906","931","953","958","961","967","995"
513,0.0010239707608656835,"110","120","13","140","184","190","21","231","235","368","395","403","413","417","422","435","459","504","53","543","544","655","664","675","676","707","75","797","818","876","904","91","919","928","96"
514,0.0007767802838156111,"200","21","249","32","324","36","360","367","380","435","443","454","482","495","515","516","606","666","669","815","872","900","906","909","910","912","938","943","950","960","963","985","991","995","996"
515,0.00013490456862088216,"134","153","154","211","222","232","233","243","32","349","391","422","435","463","523","532","623","633","638","693","705","713","736","75","753","858","870","91","931","934","939","946","950","958","98"
516,0.0004699835664305043,"120","134","152","173","183","186","194","227","242","293","33","347","419","435","443","478","544","593","615","655","676","692","70","705","706","707","713","717","769","830","861","870","91","935","979"
517,0.0002409736161562765,"100","125","175","251","311","32","368","397","435","441","443","444","471","475","491","497","500","521","620","626","664","669","705","718","741","768","870","89","900","906","915","94","953","984","996"
518,0.0009591566844586466,"149","15","16","184","190","231","256","285","383","385","417","422","435","443","472","491","500","528","533","558","60","67","705","710","722","75","786","876","900","906","931","958","968","974","996"
519,0.0018732604071798663,"106","11","120","14","152","172","191","199","32","385","431","435","443","45","454","497","50","558","594","632","702","728","75","77","786","82","868","900","906","91","95","967","974","995","999"
520,0.0018506303364238714,"126","13","170","173","21","247","289","32","394","4","412","422","423","435","443","609","673","68","707","714","715","721","745","75","756","761","797","801","802","804","805","900","906","931","958"
521,0.0008497246587807109,"150","232","237","241","253","291","310","316","340","348","387","42","434","435","443","475","482","487","532","534","619","621","625","650","682","745","751","80","814","821","824","900","906","967","988"
522,0.0005454627002135483,"111","120","13","184","190","202","227","294","316","342","358","380","435","443","458","464","48","488","531","541","553","707","771","777","779","782","788","898","900","906","932","938","950","959","985"
523,0.0004772832632173618,"10","106","13","152","169","178","204","231","32","331","383","416","435","443","498","503","617","620","626","644","707","722","740","773","778","84","843","854","874","879","900","902","906","935","994"
524,0.0008811122065942872,"123","124","152","182","186","192","237","249","299","360","375","387","434","435","443","474","496","51","515","516","542","59","592","594","599","606","625","677","724","732","829","90","900","906","957"
525,0.0004965447390462026,"140","168","174","200","235","274","286","324","36","398","413","435","443","464","47","482","507","531","541","546","587","666","671","710","78","797","900","906","908","909","910","960","962","985","998"
526,0.00014924856549925673,"106","142","156","180","227","248","252","265","274","298","319","344","372","399","413","435","442","475","504","553","640","722","736","745","75","753","760","782","79","886","91","918","923","927","936"
527,0.0015721752765950783,"142","146","180","215","241","268","269","270","345","349","413","435","443","450","482","492","493","504","597","623","63","649","66","713","734","797","837","900","906","91","918","934","936","950","989"
528,0.0007867752459018437,"102","165","251","26","276","371","419","435","443","487","496","499","50","51","531","557","563","566","570","644","702","742","750","754","766","828","842","900","906","955","967","985","990","991","995"
529,0.001522122780506718,"106","163","169","231","288","32","368","373","382","416","435","443","474","482","516","554","586","701","723","729","744","75","789","818","84","874","900","902","905","906","956","964","982","984","994"
530,0.0007733895929916498,"143","152","174","188","203","209","214","226","230","237","291","387","434","435","438","443","507","581","591","625","711","740","768","798","826","833","842","859","866","873","900","906","95","987","999"
531,0.002205026624678665,"100","111","126","146","215","229","268","269","270","32","422","427","435","436","443","493","61","627","649","66","715","72","756","800","812","817","837","88","900","906","91","931","950","958","970"
532,0.0006698218044029881,"113","117","121","123","136","152","186","20","258","336","363","369","376","387","434","435","443","474","516","527","589","594","599","612","664","667","770","829","840","847","87","900","906","968","999"
533,0.001186303096350139,"1","120","134","152","167","178","186","224","234","237","245","258","27","30","337","344","435","443","498","537","561","562","601","630","705","707","865","879","886","900","906","91","956","969","972"
534,0.0014493603602712905,"152","186","192","241","258","282","301","309","31","310","324","363","407","418","435","440","441","443","517","614","643","666","699","702","740","833","877","881","884","900","906","910","960","967","995"
535,0.0019503128941813785,"102","158","209","214","216","218","226","230","234","300","306","334","342","353","435","443","482","499","559","59","628","656","669","692","70","711","740","788","826","870","900","906","983","991","999"
536,0.0014152259683920885,"12","158","164","195","23","234","263","390","433","435","443","455","487","496","499","511","531","539","560","758","76","784","830","878","888","894","900","906","912","922","930","933","979","985","991"
537,0.0004851064565820603,"13","156","177","227","234","339","400","402","41","435","443","460","487","531","636","642","707","745","78","781","792","8","82","875","882","883","900","901","906","927","928","936","954","96","985"
538,0.002017655431997257,"104","106","134","175","227","237","246","287","3","373","427","435","436","440","443","455","456","586","603","694","697","700","703","708","716","722","723","833","842","880","900","906","91","936","967"
539,0.0008755705536693113,"124","133","139","208","258","326","346","362","363","367","374","387","419","425","434","435","441","443","51","516","526","539","57","59","600","625","639","655","688","724","815","90","900","906","999"
540,0.0007250968121556078,"113","122","134","139","177","186","200","221","241","258","300","304","339","363","368","394","400","41","411","425","435","443","474","486","496","516","542","635","636","642","647","714","887","900","906"
541,9.72100487413278e-13,"113","170","239","328","360","363","368","4","435","443","464","474","5","511","531","541","603","650","779","793","825","828","833","834","837","84","840","842","850","859","900","906","953","954","985"
542,0.001453727606576628,"106","108","150","152","168","170","186","195","247","253","258","326","35","363","423","432","435","443","526","56","68","719","725","751","775","802","804","814","821","83","871","900","906","91","988"
543,0.0028337673759030006,"113","120","125","134","165","216","218","227","233","240","251","252","325","345","348","383","432","435","443","444","474","619","651","668","781","787","805","828","833","842","870","900","906","928","953"
544,0.00019953044497306917,"139","208","221","228","257","36","362","374","383","419","425","435","441","443","487","499","59","599","600","635","652","669","671","740","803","805","806","808","90","900","906","924","967","991","999"
545,0.003566263646181124,"134","185","187","196","233","263","274","280","390","435","443","475","5","535","547","548","560","563","762","776","778","784","787","790","791","795","855","857","872","900","906","926","935","951","97"
546,0.0008722561259953262,"120","13","134","150","152","173","184","186","190","244","257","332","34","387","395","417","435","443","472","489","520","549","574","61","704","74","774","803","806","808","876","906","91","924","996"
547,0.0029033395172042816,"162","164","225","231","243","256","267","388","391","433","435","443","463","491","500","511","52","528","640","683","705","722","755","816","820","870","900","906","91","912","928","936","992","996","997"
548,0.0026229480058519972,"144","151","158","221","234","249","357","360","404","435","443","453","499","515","55","550","554","564","569","581","59","591","606","665","787","869","872","897","900","906","916","921","931","987","991"
549,0.0015489243098065224,"101","108","118","147","170","173","247","248","257","258","289","357","368","423","435","489","516","535","549","591","678","68","73","760","762","794","802","803","804","806","861","91","920","924","999"
550,0.0007512887702454525,"100","11","113","151","17","188","346","389","435","443","453","486","487","499","516","531","554","647","651","678","686","69","701","728","730","798","800","812","839","873","900","906","916","985","991"
551,0.0006505886315194315,"111","116","126","201","231","235","395","422","435","443","522","605","623","627","655","673","678","72","722","734","74","75","797","83","870","871","875","88","882","918","919","931","950","958","96"
552,0.0025557627757033315,"120","152","186","224","250","258","260","368","378","384","399","435","443","461","469","477","49","500","512","530","538","568","572","628","634","660","670","701","745","772","900","906","91","975","983"
553,0.0002235523386722819,"108","120","134","147","152","156","186","199","2","213","258","268","274","305","384","386","399","435","443","467","477","513","534","550","581","695","696","824","900","906","91","927","93","961","987"
554,0.0024837515151689923,"111","141","186","239","254","257","301","31","399","405","427","435","436","437","443","446","474","479","496","529","535","610","622","722","762","803","806","872","877","895","900","906","924","950","980"
555,0.001952767399420165,"10","178","208","303","380","416","435","443","464","487","492","519","523","531","541","554","597","625","63","663","711","778","836","84","854","858","874","879","900","906","951","98","985","989","994"
556,0.0011920941349007391,"122","13","231","265","266","280","302","32","366","422","424","435","448","475","483","509","576","577","657","705","707","722","75","756","789","791","805","856","870","926","931","958","971","973","996"
557,0.0004223864877924374,"177","228","282","300","309","339","359","362","387","400","41","415","418","435","436","443","482","487","499","600","642","678","689","699","711","746","747","794","833","842","90","900","906","922","991"
558,0.0009339758181862675,"103","13","162","166","167","195","205","21","213","30","32","401","404","435","443","464","470","525","530","538","541","572","582","59","678","679","683","816","897","900","906","91","922","985","99"
559,1.9957950154229033e-13,"16","165","2","227","23","304","33","365","368","402","409","421","435","443","464","483","530","531","541","560","614","662","701","728","767","794","816","850","900","902","906","925","953","985","999"
560,0.0028127599766629044,"106","111","131","158","189","231","238","321","365","37","413","435","443","475","508","519","558","567","596","601","604","607","625","661","702","722","786","820","831","869","900","906","929","948","995"
561,0.0018898210406855102,"106","129","134","152","172","180","181","189","211","248","262","290","32","338","435","443","494","513","559","645","654","705","739","746","747","75","753","778","792","900","906","91","951","954","965"
562,0.0011312938925022932,"103","118","120","134","140","151","152","153","173","176","186","262","314","364","365","401","435","443","453","500","524","596","654","661","684","705","739","745","765","777","900","906","91","916","935"
563,0.000558790249951722,"106","114","125","2","231","238","304","305","367","422","431","435","443","444","446","536","539","592","677","696","701","722","75","794","815","85","850","888","900","906","922","930","953","958","961"
564,0.0009351690802709574,"124","141","152","182","25","282","301","309","31","383","405","415","418","434","435","443","446","487","496","542","552","612","622","667","669","699","740","833","842","877","900","906","967","980","999"
565,0.0017998323699819966,"100","134","142","148","323","327","328","355","37","435","443","492","500","535","541","597","616","63","659","672","674","745","762","778","83","848","849","867","871","900","906","91","951","985","989"
566,0.0007485583814848089,"108","111","112","141","150","156","173","22","32","33","368","380","39","41","435","443","464","487","493","496","510","605","61","636","676","717","746","747","830","852","906","909","927","938","979"
567,0.0008244304067344314,"13","288","302","304","358","382","435","443","456","476","480","493","499","504","531","576","577","603","62","694","697","700","701","703","73","779","794","80","870","898","900","906","982","984","991"
568,0.00042011975499870737,"103","106","155","157","158","168","205","244","288","29","32","393","401","404","435","443","475","487","496","551","679","713","722","726","727","753","846","886","897","900","906","907","916","964","982"
569,0.0009438208916387032,"100","107","110","113","120","134","152","153","158","165","174","178","186","195","198","202","228","251","258","30","363","398","435","443","507","59","638","828","860","863","879","906","91","946","998"
570,0.0013351305852625961,"106","13","152","186","208","226","230","250","258","306","336","363","407","435","443","480","510","527","59","61","628","643","709","75","77","826","830","840","875","901","904","906","91","975","979"
571,0.001399390155778112,"134","158","199","203","233","234","26","305","349","363","431","435","443","450","492","504","543","554","566","581","597","623","63","682","695","696","900","906","91","915","928","934","967","987","989"
572,0.00019372055141490558,"150","186","272","314","320","335","341","426","435","440","441","468","487","491","496","500","501","502","52","535","581","625","635","652","653","684","687","690","74","745","762","839","872","987","991"
573,0.0015547643024380357,"152","179","235","291","338","374","389","404","420","435","443","474","475","516","520","625","645","669","678","682","722","747","797","80","85","857","880","883","888","894","895","897","898","900","906"
574,0.0011948437548826194,"120","191","235","268","274","279","292","297","33","336","338","357","367","392","435","443","475","482","504","539","590","591","6","645","676","734","746","747","797","798","815","900","906","918","966"
575,0.001974227478317733,"1","104","120","150","224","227","245","252","259","274","3","319","336","354","357","413","435","442","455","475","531","537","553","591","640","705","745","789","83","847","863","87","870","936","973"
576,0.0011781578821562597,"120","158","195","227","234","236","273","298","368","379","381","435","443","489","497","527","531","553","573","720","730","752","754","782","803","829","840","900","906","922","924","936","94","985","990"
577,0.0002528928750419135,"186","197","206","207","258","281","325","363","374","383","410","421","435","441","443","499","579","59","612","658","667","702","725","737","743","8","810","85","892","896","900","906","967","991","995"
578,0.0006028836457683895,"106","113","121","134","152","186","258","298","316","32","37","411","435","443","516","54","553","556","575","594","599","607","665","683","701","702","782","816","820","887","90","900","906","923","929"
579,0.00019762180449362638,"108","13","142","152","180","186","189","217","25","258","265","32","363","424","425","435","443","476","483","519","525","578","582","585","59","592","61","62","79","9","900","906","91","971","99"
580,0.002345537987948649,"107","112","117","122","152","202","206","209","214","226","236","237","258","358","395","410","435","443","495","535","544","59","655","669","702","731","740","762","779","898","900","906","919","943","967"
581,0.0011302550179890503,"111","120","152","160","162","172","178","186","188","25","274","28","29","317","32","435","443","458","519","525","546","57","61","680","720","75","765","879","900","906","91","932","950","959","994"
582,0.0013558568411474305,"105","113","117","12","179","184","186","190","206","208","223","237","258","259","358","363","387","410","417","419","420","435","443","474","487","513","518","545","625","668","779","876","898","900","906"
583,0.001073544713687825,"111","151","155","157","231","244","288","333","382","393","422","435","440","443","453","476","482","550","551","556","62","707","75","797","813","900","906","916","931","948","950","958","964","982","990"
584,1.1218766314267388e-05,"181","200","209","274","302","324","36","368","399","435","443","47","482","494","517","531","614","666","671","722","73","735","738","745","796","881","884","900","906","909","910","931","935","960","985"
585,0.0004225778739144606,"18","198","237","346","374","387","435","443","464","489","496","516","517","541","589","611","614","625","683","685","702","803","816","820","881","884","888","889","891","893","900","906","924","985","995"
586,7.90000182181351e-05,"107","113","115","152","158","164","174","186","195","202","223","258","301","312","346","354","363","390","398","433","435","440","443","471","507","511","59","75","847","87","877","900","906","91","998"
587,0.0013136130758759348,"282","305","307","309","334","38","39","418","435","443","5","535","547","584","6","652","656","657","669","695","696","699","702","740","762","839","870","872","900","906","92","933","967","995","999"
588,0.00037524285202797896,"163","186","193","229","231","308","313","422","435","443","466","471","491","497","500","563","620","626","674","715","75","776","791","817","89","890","900","905","906","931","941","958","993","995","996"
589,0.0009408197238105571,"1000","106","111","113","168","210","220","231","280","310","32","327","328","416","435","443","616","659","75","791","83","835","84","857","870","874","900","906","926","978","984","985","993","994","999"
590,0.003403028410551157,"134","158","172","233","234","237","291","314","32","322","327","328","348","414","435","443","529","581","619","625","659","684","685","74","833","870","891","893","895","899","900","903","906","928","987"
591,0.0014838488056528414,"102","106","12","120","134","23","273","32","379","381","386","435","443","527","573","579","6","628","634","643","679","702","75","752","77","840","900","906","91","922","93","94","967","983","995"
592,3.483610969096275e-13,"12","169","21","249","253","273","304","367","392","416","422","433","435","443","444","517","535","56","560","596","701","75","762","794","806","816","837","900","906","931","939","940","958","961","999"
593,0.001988766885136566,"103","118","130","138","150","160","167","168","201","233","235","295","296","30","317","401","426","435","443","465","520","522","602","669","680","690","691","71","740","797","872","900","906","936","991"
594,0.001376501748770804,"175","210","211","231","235","32","337","406","408","409","434","435","45","509","632","641","669","710","718","75","788","797","838","841","851","875","882","91","928","931","950","951","958","980","984"
595,0.00047648883072851485,"113","120","129","134","143","16","166","195","241","32","389","435","443","447","45","473","474","475","498","516","533","543","545","601","632","67","75","859","865","886","900","906","91","947","949"
596,0.0019250030859570715,"113","135","174","182","201","227","235","291","387","434","435","443","447","454","462","474","481","485","507","514","520","522","602","625","65","663","76","797","857","900","906","91","936","941","947"
597,0.001007636574218382,"17","212","280","304","315","318","406","408","409","429","434","435","44","443","474","541","705","722","740","800","812","838","841","845","851","854","900","906","91","926","935","936","952","966","978"
598,0.0007345785236586326,"120","152","153","159","186","216","218","254","304","32","340","390","396","398","42","427","435","436","440","443","474","479","516","518","552","554","556","584","598","650","75","784","900","906","91"
599,0.000717172391436994,"111","118","120","130","134","171","185","187","196","217","235","271","3","32","327","328","340","348","357","42","435","443","504","562","591","619","621","650","659","797","855","861","900","906","950"
600,0.0011948437548824232,"106","11","134","142","180","193","195","201","208","21","227","228","233","295","296","364","368","435","443","466","490","506","522","554","673","675","728","848","849","864","868","900","906","922","936"
601,0.0012868945927650883,"106","107","120","13","150","202","207","243","256","282","302","309","32","337","352","368","391","418","435","443","463","658","712","735","75","753","810","819","825","827","834","900","906","91","996"
602,0.000404650577539516,"106","13","152","186","205","24","258","281","309","32","38","39","435","443","449","484","505","508","520","523","540","567","61","657","675","679","75","848","849","858","906","91","911","950","996"
603,0.0010205825432092232,"109","152","160","172","24","250","265","357","372","38","39","43","434","435","443","449","477","491","500","548","591","637","657","660","678","707","740","79","790","795","900","906","911","951","971"
604,0.0013488505040932799,"106","144","231","236","244","287","357","435","443","456","551","564","59","591","592","595","603","671","677","694","697","700","703","705","708","716","722","726","727","900","906","91","921","996","999"
605,0.0013848432224263965,"10","163","169","173","178","212","231","234","242","357","387","416","435","482","591","593","629","646","663","678","75","769","833","836","84","842","874","879","902","905","91","98","993","994","995"
606,0.00020805631118337638,"111","154","225","406","408","409","413","431","435","443","490","493","495","504","541","606","633","638","838","841","842","851","854","864","900","906","922","936","939","944","958","966","967","986","992"
607,0.0012564354604053041,"113","158","17","286","376","394","410","435","443","445","451","474","48","496","499","518","535","554","579","584","617","624","714","737","743","762","78","846","853","872","892","896","900","906","991"
608,0.0013140771541980249,"1000","106","134","152","178","186","193","194","204","258","293","326","329","363","435","443","7","706","778","788","789","797","843","863","879","906","91","935","940","942","944","951","956","966","986"
